cycle,state_name,district_name,block_name,village_name,N_High,N_Low,N_Medium,P_High,P_Low,P_Medium,K_High,K_Low,K_Medium,S_Sufficient,S_Deficient,OC_High,OC_Low,OC_Medium,PH_Alkaline,PH_Acidic,PH_Neutral,EC_Saline,EC_NonSaline,Fe_Sufficient,Fe_Deficient,Zn_Sufficient,Zn_Deficient,Cu_Sufficient,Cu_Deficient,B_Sufficient,B_Deficient,Mn_Sufficient,Mn_Deficient
2023-24,Andhra Pradesh,Annamayya,Thamballapalle,Yerrasanipalle,0,8,0,7,0,1,3,0,5,5,3,0,8,0,0,0,8,0,8,1,7,3,5,8,0,3,5,8,0
2023-24,Andhra Pradesh,Annamayya,Thamballapalle,Thamballapalle,0,80,2,66,3,14,74,0,9,24,59,3,78,1,4,2,73,0,80,61,27,32,54,84,1,43,42,81,7
2023-24,Andhra Pradesh,Annamayya,Thamballapalle,Gundlapalle,0,10,0,1,5,4,8,0,2,3,7,1,8,1,0,0,10,0,10,5,5,8,2,8,2,4,6,8,2
2023-24,Andhra Pradesh,Annamayya,Thamballapalle,Diguvapalem,0,47,1,34,7,7,24,1,23,25,23,1,43,4,0,0,48,0,48,3,45,22,26,47,1,22,26,47,1
2023-24,Andhra Pradesh,Annamayya,Thamballapalle,Kotlapalle,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
2023-24,Andhra Pradesh,Annamayya,Thamballapalle,Gopidinne,0,37,0,29,4,4,29,0,8,12,25,2,35,0,0,0,37,0,37,32,5,21,16,37,0,10,27,37,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Gandaboyanapalle,0,30,1,13,6,12,11,0,20,22,9,0,29,2,0,2,28,1,30,24,7,16,15,29,2,3,28,31,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Chintaparthi,0,54,3,26,11,20,21,0,36,38,19,1,49,7,1,10,45,0,57,42,15,49,8,52,5,17,40,55,2
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Aramadaka,0,10,0,4,2,4,3,0,7,7,3,0,10,0,0,3,7,0,10,8,2,7,3,9,1,0,10,7,3
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Vittalam,0,8,0,5,1,2,6,0,2,5,3,0,8,0,0,2,6,0,8,8,0,5,3,7,1,3,5,8,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Nagarimadugu,0,23,1,14,4,6,10,1,13,18,6,0,22,2,0,7,17,0,24,22,2,10,14,24,0,15,9,24,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Chinthalavaripalle,0,22,0,13,3,6,4,0,18,18,4,0,22,0,0,15,7,0,22,19,3,19,3,21,1,4,18,22,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Kuraparthi,0,18,1,10,2,7,7,1,11,12,7,1,15,3,0,11,8,0,19,17,2,12,7,18,1,4,15,19,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Valmikipuram,0,79,1,43,8,29,38,0,42,51,29,2,66,12,0,15,65,0,80,68,12,52,28,75,5,35,45,78,2
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Jarravaripalle,1,29,0,11,0,19,19,0,11,16,14,0,29,1,0,13,17,0,30,23,7,18,12,30,0,15,15,30,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Manchuru,0,29,0,13,5,11,10,0,19,15,14,0,23,6,0,7,22,0,29,21,8,23,6,27,1,19,10,29,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Thatiguntapalle,0,34,0,21,3,10,12,1,21,19,15,1,29,4,0,8,26,1,33,29,5,25,9,33,1,17,17,33,1
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,T.Sakirevupalle,0,23,0,15,3,5,14,0,9,13,10,0,21,2,0,6,17,0,23,20,3,19,4,23,0,4,19,23,0
2023-24,Andhra Pradesh,Annamayya,Valmikipuram,Budidavedu,0,5,0,2,1,2,2,0,3,4,1,0,4,1,0,1,4,0,5,3,2,5,0,5,0,1,4,5,0
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Vongimalla,1,59,9,17,20,32,21,1,47,46,23,4,42,23,22,0,47,0,69,41,28,30,39,66,2,26,43,67,2
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Yadaballe,0,2,0,2,0,0,0,0,2,1,1,0,2,0,0,0,2,0,2,0,2,2,0,2,0,1,1,2,0
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Gadikota,0,17,1,11,2,5,10,1,7,9,9,0,17,1,3,0,15,0,18,13,5,14,4,16,1,10,8,17,1
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Veeraballe,0,47,1,13,16,19,14,0,34,30,18,4,29,15,10,0,38,1,47,25,23,22,26,46,1,27,21,48,0
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Somavaram,0,52,0,13,15,24,21,1,30,36,16,3,24,25,17,0,35,0,52,35,17,41,11,52,0,37,15,50,2
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Peddiveedu,0,16,0,9,3,4,8,0,8,12,4,0,13,3,4,0,12,0,16,8,8,10,6,16,0,6,10,16,0
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Sanipaya,0,25,1,14,4,8,7,1,18,16,10,0,23,3,10,0,16,0,26,10,16,17,9,26,0,10,16,26,0
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Matli,0,53,2,26,11,18,19,1,35,44,11,0,48,7,11,0,44,0,55,29,26,33,22,55,0,27,28,55,0
2023-24,Andhra Pradesh,Annamayya,Veeraballi,Odiveedu,0,19,0,7,5,7,7,0,12,13,6,1,11,7,4,0,15,0,19,11,8,11,8,18,1,10,9,19,0
2023-24,Andhra Pradesh,Bapatla,Addanki,Addanki (South) (U),0,29,3,0,26,6,30,0,2,20,12,0,30,2,0,0,32,0,32,5,27,24,8,29,3,32,0,20,12
2023-24,Andhra Pradesh,Bapatla,Addanki,Dhenuva Konda,0,17,1,4,8,6,18,0,0,13,5,0,17,1,0,0,18,1,17,4,14,16,2,10,8,18,0,16,2
2023-24,Andhra Pradesh,Bapatla,Addanki,Modepalle,0,13,1,0,12,2,14,0,0,10,4,0,14,0,2,0,12,0,14,1,13,9,5,14,0,14,0,11,3
2023-24,Andhra Pradesh,Bapatla,Addanki,Kunkupadu,0,8,0,0,8,0,1,0,7,3,5,0,8,0,0,0,8,0,8,0,8,1,7,8,0,3,5,0,8
2023-24,Andhra Pradesh,Bapatla,Addanki,Addanki (North) (U),0,31,0,1,24,6,30,0,1,18,13,0,30,1,0,0,31,2,29,9,22,29,2,29,2,29,2,28,3
2023-24,Andhra Pradesh,Bapatla,Addanki,Bommanampadu,0,20,1,0,14,7,21,0,0,12,9,0,21,0,1,0,20,0,21,7,14,19,2,20,1,13,8,20,1
2023-24,Andhra Pradesh,Bapatla,Addanki,Chakraya Palem,0,8,0,0,6,2,8,0,0,6,2,0,8,0,0,0,8,0,8,6,2,6,2,6,2,6,2,8,0
2023-24,Andhra Pradesh,Bapatla,Addanki,Chinakotha Palle,0,13,0,0,12,1,12,0,1,7,6,0,12,1,0,0,13,2,11,3,10,11,2,9,4,12,1,12,1
2023-24,Andhra Pradesh,Bapatla,Addanki,Mani Keswaram,0,12,1,0,12,1,13,0,0,9,4,0,13,0,1,0,12,1,12,5,8,7,6,13,0,13,0,9,4
2023-24,Andhra Pradesh,Bapatla,Addanki,Kotikalapudi,0,17,0,1,13,3,10,0,7,15,2,0,17,0,0,0,17,1,16,4,13,10,7,16,1,13,4,12,5
2023-24,Andhra Pradesh,Bapatla,Addanki,Ramayapalem (U),0,12,0,0,11,1,12,0,0,4,8,0,11,1,4,0,8,0,12,3,9,10,2,11,1,12,0,4,8
2023-24,Andhra Pradesh,Bapatla,Addanki,Gopalapuram,0,3,0,0,2,1,3,0,0,1,2,0,3,0,0,0,3,1,2,3,0,3,0,3,0,2,1,3,0
2023-24,Andhra Pradesh,Bapatla,Addanki,Kalavakuru,0,18,3,1,16,4,21,0,0,11,10,0,21,0,2,0,19,1,20,5,16,14,7,20,1,20,1,20,1
2023-24,Andhra Pradesh,Bapatla,Addanki,Dharmavaram,0,36,0,0,28,8,36,0,0,23,13,1,35,0,0,0,36,1,35,13,23,27,9,35,1,34,2,24,12
2023-24,Andhra Pradesh,Bapatla,Addanki,Vemparala,0,19,1,0,17,3,17,0,3,12,8,0,19,1,0,0,20,0,20,9,11,17,3,19,1,15,5,9,11
2023-24,Andhra Pradesh,Bapatla,Addanki,Uppalapadu,0,24,0,0,24,0,20,0,4,14,10,0,24,0,3,0,21,1,23,10,14,20,4,22,2,17,7,10,14
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Thurumella,0,35,1,0,24,12,16,0,20,30,6,1,33,2,0,0,36,6,30,14,22,17,19,36,0,13,23,28,8
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Pyaparru,0,52,1,0,46,7,27,0,26,44,9,1,48,4,0,0,53,3,50,16,37,20,33,52,1,27,26,47,6
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Govada,0,63,15,0,34,44,69,0,9,50,28,0,62,16,0,0,78,23,55,24,54,56,22,78,0,66,12,66,12
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Panchalavaram,0,52,0,0,18,34,46,0,6,50,2,0,49,3,0,0,52,5,47,20,32,43,9,52,0,46,6,52,0
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Mulpur,0,57,0,0,16,41,53,0,4,40,17,0,57,0,0,0,57,3,54,6,51,50,7,57,0,50,7,56,1
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Moparru,0,41,0,0,27,14,28,0,13,33,8,0,40,1,0,0,41,0,41,3,38,36,5,41,0,36,5,39,2
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Koditadiparru,0,38,0,0,34,4,17,0,21,25,13,0,38,0,0,0,38,0,38,12,26,21,17,38,0,21,17,32,6
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Peddapudi,0,41,0,1,36,4,30,0,11,35,6,0,41,0,0,0,41,4,37,33,8,15,26,41,0,11,30,40,1
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Kuchipudi,0,56,0,0,18,38,46,0,10,50,6,0,56,0,0,0,56,1,55,15,41,45,11,56,0,49,7,54,2
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Amruthalur,0,71,35,0,88,18,98,0,8,85,21,1,67,38,0,0,106,14,92,43,63,59,47,106,0,79,27,93,13
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Yelavarru,0,69,2,0,67,4,57,0,14,54,17,0,70,1,0,0,71,15,56,48,23,30,41,71,0,35,36,50,21
2023-24,Andhra Pradesh,Bapatla,Amruthalur,Intur,1,86,14,1,94,6,92,0,9,85,16,3,90,8,0,0,101,13,88,16,85,78,23,101,0,87,14,32,69
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Sankaralingam Gudipadu,0,15,0,0,15,0,10,0,5,7,8,0,15,0,0,0,15,2,13,5,10,3,12,12,3,11,4,5,10
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Kukatla Palle,0,15,0,0,14,1,13,0,2,9,6,0,15,0,1,0,14,0,15,1,14,7,8,15,0,15,0,2,13
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Gorre Padu,0,30,0,0,29,1,18,0,12,21,9,0,30,0,0,0,30,0,30,0,30,12,18,29,1,30,0,3,27
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Koppera Padu,0,16,0,0,16,0,13,0,3,13,3,0,16,0,0,0,16,1,15,15,1,2,14,13,3,16,0,16,0
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Valla Palle,0,29,0,0,29,0,27,0,2,22,7,0,29,0,1,0,28,0,29,29,0,6,23,20,9,20,9,29,0
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Mukteswaram,0,14,0,0,13,1,4,1,9,11,3,0,14,0,0,0,14,0,14,1,13,1,13,9,5,11,3,13,1
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Guntupalle,0,29,0,0,28,1,19,1,9,23,6,0,29,0,1,0,28,1,28,19,10,10,19,22,7,23,6,29,0
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Uppumaguluru,0,29,1,0,29,1,30,0,0,18,12,0,30,0,2,0,28,2,28,3,25,8,20,27,3,26,4,28,2
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Konidena,0,32,0,0,32,0,29,0,3,14,18,0,32,0,0,0,32,3,29,1,31,8,24,24,8,26,6,32,0
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Koppera Palem,0,14,0,0,12,2,13,0,1,10,4,0,14,0,0,0,14,0,14,1,13,3,11,14,0,14,0,14,0
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Vaidana,0,15,0,0,15,0,15,0,0,15,0,0,15,0,0,0,15,0,15,15,0,1,14,9,6,13,2,14,1
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Chennupalle,0,16,0,0,16,0,16,0,0,5,11,0,16,0,1,0,15,0,16,1,15,8,8,14,2,13,3,16,0
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Vemavaram,0,50,5,0,46,8,46,0,9,33,22,1,42,12,3,0,52,5,50,0,54,15,38,34,14,52,3,54,1
2023-24,Andhra Pradesh,Bapatla,Ballikurava,Ballikurava,0,30,0,0,30,0,24,0,6,16,14,0,30,0,3,0,27,1,29,4,26,4,26,24,6,20,10,30,0
2023-24,Andhra Pradesh,Bapatla,Bapatla,Gopapuram,0,1,3,0,2,2,4,0,0,4,0,3,1,0,0,2,2,0,4,0,4,2,2,3,1,4,0,4,0
2023-24,Andhra Pradesh,Bapatla,Bapatla,Gudipudi,0,9,1,0,9,1,5,0,5,6,4,0,9,1,0,0,10,1,9,0,10,8,2,10,0,8,2,1,9
2023-24,Andhra Pradesh,Bapatla,Bapatla,Jammulapalem,1,9,23,0,31,2,27,0,6,19,14,1,3,29,0,0,33,4,29,30,3,16,17,33,0,20,13,29,4
2023-24,Andhra Pradesh,Bapatla,Bapatla,Palaparthipadu,0,2,5,0,7,0,4,0,3,4,3,0,7,0,0,0,7,0,7,1,6,7,0,7,0,5,2,6,1
2023-24,Andhra Pradesh,Bapatla,Bapatla,Kankatapalem,0,38,0,0,37,1,29,0,9,30,8,0,38,0,1,0,37,19,19,2,36,20,18,38,0,33,5,5,33
2023-24,Andhra Pradesh,Bapatla,Bapatla,Etheru,0,11,25,0,31,5,34,0,2,28,8,0,31,5,0,0,36,4,32,27,9,15,21,36,0,28,8,29,7
2023-24,Andhra Pradesh,Bapatla,Bapatla,Narasayapalem,0,32,1,0,26,7,25,0,8,27,6,0,33,0,0,0,33,0,33,0,33,10,23,33,0,32,1,0,33
2023-24,Andhra Pradesh,Bapatla,Bapatla,Neredupalle,0,8,1,0,8,1,5,0,4,5,4,0,4,5,0,0,9,1,8,0,9,4,5,9,0,7,2,0,9
2023-24,Andhra Pradesh,Bapatla,Bapatla,Mulapalem,0,6,12,0,17,1,9,0,9,13,5,0,18,0,0,0,18,4,14,1,17,3,15,18,0,17,1,0,18
2023-24,Andhra Pradesh,Bapatla,Bapatla,Murukondapadu,0,63,0,0,60,3,61,0,2,56,7,0,63,0,0,0,63,19,44,58,5,45,18,62,1,55,8,54,9
2023-24,Andhra Pradesh,Bapatla,Bapatla,Jillellamudi,0,2,14,0,16,0,15,0,1,13,3,1,14,1,0,0,16,3,13,0,16,4,12,16,0,13,3,2,14
2023-24,Andhra Pradesh,Bapatla,Bapatla,Bharthipudi,0,6,1,0,6,1,4,0,3,7,0,0,1,6,0,0,7,1,6,2,5,7,0,7,0,6,1,4,3
2023-24,Andhra Pradesh,Bapatla,Bapatla,Maruproluvaripalem (R),0,84,3,1,52,34,32,18,37,68,19,0,83,4,3,0,84,10,77,46,41,37,49,71,16,54,33,44,42
2023-24,Andhra Pradesh,Bapatla,Bapatla,Cheruvu,0,35,0,0,34,1,35,0,0,31,4,0,35,0,0,0,35,28,7,1,34,1,31,35,0,29,6,34,1
2023-24,Andhra Pradesh,Bapatla,Bapatla,Appikatla,0,34,0,0,16,18,13,0,21,26,8,0,34,0,0,0,34,29,5,0,34,24,10,34,0,32,2,0,34
2023-24,Andhra Pradesh,Bapatla,Bapatla,Bapatla East (R),0,93,3,0,76,20,7,49,40,66,30,0,95,1,0,0,96,14,82,51,45,67,27,94,2,67,29,60,36
2023-24,Andhra Pradesh,Bapatla,Bapatla,Bapatla West (R),0,64,0,2,56,6,32,14,18,56,8,0,61,3,0,0,64,10,54,8,56,24,40,64,0,19,45,30,33
2023-24,Andhra Pradesh,Bapatla,Bapatla,Poondla,0,10,18,0,13,15,24,0,4,28,0,12,7,9,0,3,25,9,19,0,28,4,24,26,2,25,3,21,7
2023-24,Andhra Pradesh,Bapatla,Bapatla,Adivi,0,55,1,0,47,9,16,14,26,43,13,1,54,1,0,0,56,11,45,47,9,36,20,54,2,54,2,33,22
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Pesarlanka,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Surepalle,0,51,0,0,45,5,48,0,3,46,5,0,50,1,0,0,51,51,0,33,18,34,17,50,1,46,5,9,42
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Pedapulivarru,0,52,0,0,51,1,37,1,14,44,8,0,50,2,0,0,52,6,46,26,26,18,32,52,0,51,1,46,6
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Pedalanka,0,1,1,0,1,1,2,0,0,1,1,0,1,1,0,0,2,2,0,0,2,0,2,2,0,2,0,2,0
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Oleru,0,53,1,0,54,0,54,0,0,46,8,0,52,2,0,0,54,4,50,3,51,12,41,54,0,52,2,50,4
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Konetipuram,0,52,0,0,48,4,48,0,4,51,1,1,48,3,0,0,52,1,51,15,37,10,42,51,1,45,7,41,11
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Bhattiprolu,0,112,0,0,109,2,86,0,26,97,15,6,106,0,0,0,112,41,71,7,105,30,82,110,2,63,49,5,107
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Pallekona,0,41,0,0,39,2,31,0,10,38,3,0,41,0,0,0,41,17,24,2,39,10,31,41,0,28,13,2,39
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Gorigapudi,0,49,1,0,48,2,48,0,2,44,6,1,49,0,0,0,50,0,50,50,0,35,15,34,16,44,6,25,25
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Vellaturu,0,54,1,0,54,1,45,0,10,44,11,0,55,0,0,0,55,2,53,22,33,23,32,55,0,51,4,35,20
2023-24,Andhra Pradesh,Bapatla,Bhattiprolu,Addepalli,0,101,0,1,81,19,70,0,31,94,7,0,98,3,0,0,101,29,72,19,82,59,42,99,2,63,38,74,27
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Arumbaka,0,193,42,1,171,62,131,3,101,196,39,0,169,66,0,0,235,2,233,189,46,84,150,234,1,172,63,223,12
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Gudavalli,0,9,3,1,11,0,10,0,2,12,0,0,8,4,0,0,12,0,12,1,11,10,2,12,0,5,7,12,0
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Nadimpalle,0,50,1,1,32,18,31,1,19,39,12,0,50,1,0,2,49,11,40,42,9,30,21,49,2,42,9,38,13
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Kanagala,0,3,1,0,4,0,4,0,0,3,1,0,3,1,0,0,4,1,3,2,1,1,3,4,0,4,0,4,0
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Rajavolu,0,53,8,0,34,27,24,1,36,41,20,0,54,7,0,2,59,3,58,50,11,55,5,58,3,46,15,54,7
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Rambhotlapalem,0,120,5,0,93,32,81,0,44,87,38,0,115,10,0,1,124,3,122,104,21,75,49,104,21,104,21,100,25
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Arepalle,0,48,5,0,47,6,31,0,22,47,6,0,46,7,0,8,45,6,47,50,3,49,4,53,0,38,15,42,11
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Ponnapalle,0,59,8,0,53,13,41,0,26,55,12,0,56,11,1,0,66,4,63,59,8,16,51,67,0,55,12,47,20
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Balusulapalem,0,55,2,0,27,29,42,1,14,39,18,0,55,2,0,0,57,0,57,53,4,39,18,53,4,48,9,52,5
2023-24,Andhra Pradesh,Bapatla,Cherukupalle,Kavuru,0,66,1,0,44,23,55,0,12,52,15,0,63,4,0,0,67,0,67,53,14,39,27,58,9,48,19,55,12
2023-24,Andhra Pradesh,Bapatla,Chinaganjam,Chinaganjam,0,48,0,4,27,17,27,11,10,26,22,0,48,0,0,0,48,1,47,0,46,30,18,34,11,37,11,34,8
2023-24,Andhra Pradesh,Bapatla,Chinaganjam,Santharavuru,0,24,0,1,21,2,23,0,1,20,4,0,24,0,0,0,24,4,20,7,17,1,23,24,0,7,17,23,1
2023-24,Andhra Pradesh,Bapatla,Chinaganjam,Pedaganjam,0,13,0,1,7,5,6,1,6,6,7,0,13,0,0,0,13,2,11,2,11,9,4,6,6,8,5,11,2
2023-24,Andhra Pradesh,Bapatla,Chinaganjam,Kadavakuduru,0,23,0,0,9,14,12,0,11,5,18,0,23,0,0,0,23,1,22,0,23,19,4,16,6,19,4,19,4
2023-24,Andhra Pradesh,Bapatla,Chinaganjam,Gonasapudi,0,9,0,0,5,4,9,0,0,4,5,0,9,0,0,0,9,0,9,0,9,3,6,7,2,4,5,7,2
2023-24,Andhra Pradesh,Bapatla,Chinaganjam,Motu Palle,0,14,0,1,3,10,4,0,10,11,3,0,14,0,0,0,14,0,14,1,13,8,6,14,0,6,8,5,9
2023-24,Andhra Pradesh,Bapatla,Chirala,Chirala (Ct),0,19,1,0,9,11,7,2,11,15,5,0,20,0,2,0,18,7,13,12,7,5,14,19,1,17,3,13,7
2023-24,Andhra Pradesh,Bapatla,Chirala,Wada,0,2,0,0,1,1,2,0,0,2,0,0,1,1,0,0,2,1,1,1,1,1,1,2,0,2,0,2,0
2023-24,Andhra Pradesh,Bapatla,Chirala,Perala,0,2,0,0,2,0,2,0,0,2,0,0,2,0,0,0,2,1,1,2,0,0,2,2,0,2,0,2,0
2023-24,Andhra Pradesh,Bapatla,Chirala,Gavinivari Palem,0,75,0,15,7,53,11,15,49,45,30,0,74,1,2,0,73,2,73,46,29,27,48,63,12,42,33,31,44
2023-24,Andhra Pradesh,Bapatla,Chirala,Ipuru Palem (Part),0,46,0,5,10,31,14,4,28,26,19,0,45,1,8,0,38,7,39,31,13,21,25,32,14,24,22,21,25
2023-24,Andhra Pradesh,Bapatla,Inkollu,Pavulur,0,29,0,0,26,2,29,0,0,25,4,0,29,0,0,0,29,0,29,0,29,9,20,29,0,25,4,22,4
2023-24,Andhra Pradesh,Bapatla,Inkollu,Inkollu,0,71,0,0,69,1,57,7,7,69,2,0,70,1,0,0,71,2,69,7,64,35,35,71,0,53,18,60,9
2023-24,Andhra Pradesh,Bapatla,Inkollu,Idupulapadu,0,34,0,0,32,1,22,2,10,28,6,0,34,0,0,0,34,1,33,0,34,5,29,33,1,14,20,30,4
2023-24,Andhra Pradesh,Bapatla,Inkollu,Bhimavaram,0,16,0,0,15,1,16,0,0,15,1,0,16,0,0,0,16,0,16,0,16,0,16,16,0,11,5,14,2
2023-24,Andhra Pradesh,Bapatla,Inkollu,Koniki,0,20,0,0,19,1,11,1,8,20,0,0,20,0,0,0,20,0,20,3,17,0,20,20,0,10,10,18,1
2023-24,Andhra Pradesh,Bapatla,Inkollu,Ganga Varam,0,16,0,0,15,1,12,0,4,13,3,0,16,0,0,0,16,0,16,0,16,1,15,16,0,3,13,12,2
2023-24,Andhra Pradesh,Bapatla,Inkollu,Duddukur,0,20,0,0,20,0,20,0,0,20,0,0,20,0,0,0,20,0,20,0,20,9,11,20,0,11,9,18,0
2023-24,Andhra Pradesh,Bapatla,Inkollu,Pusapadu,0,30,0,0,29,1,21,1,8,20,10,0,30,0,0,0,30,4,26,0,30,1,29,30,0,20,10,29,1
2023-24,Andhra Pradesh,Bapatla,Inkollu,Nagandla,0,18,0,0,16,2,7,6,5,15,3,0,18,0,1,0,17,2,16,6,12,10,8,18,0,15,3,16,2
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Alavalapadu,0,19,2,0,18,3,11,0,10,14,7,0,21,0,1,0,20,0,21,0,21,7,14,10,11,7,14,18,3
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Budavada,0,21,0,0,20,1,16,0,5,13,8,0,17,4,0,0,21,1,20,0,21,5,16,21,0,17,4,0,21
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Reningavaram,0,12,0,0,12,0,6,0,6,3,9,0,11,1,0,0,12,0,12,0,12,0,12,10,2,4,8,3,9
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Thurpu Thakkella Padu,0,5,0,0,3,2,5,0,0,4,1,0,5,0,0,0,5,0,5,1,4,3,2,5,0,0,5,0,5
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Kasyapuram,0,8,0,0,8,0,7,0,1,4,4,0,7,1,0,0,8,0,8,0,8,1,7,7,1,0,8,6,2
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Bytamanjulur,0,17,1,0,18,0,15,0,3,6,12,0,17,1,0,0,18,0,18,1,17,8,10,17,1,0,18,3,15
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Muppavaram,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Thurpu Koppera Padu,0,16,1,0,11,6,15,0,2,9,8,0,16,1,0,0,17,0,17,7,10,7,10,16,1,6,11,11,6
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Konda Manjulur,0,21,4,1,20,4,19,0,6,18,7,0,22,3,0,0,25,1,24,8,17,10,15,23,2,11,14,5,20
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Chandalur,0,15,9,0,20,4,16,0,8,18,6,0,24,0,0,0,24,0,24,1,23,9,15,12,12,19,5,12,12
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Ramakuru,0,15,3,0,18,0,15,0,3,10,8,0,5,13,0,0,18,0,18,0,18,8,10,18,0,12,6,3,15
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Janakavaram Panguluru,0,52,18,0,57,13,57,3,10,57,13,2,65,3,7,0,63,0,70,10,60,31,39,48,22,41,29,38,32
2023-24,Andhra Pradesh,Bapatla,Janakavaram Ponguluru,Kondamur,1,25,12,0,34,4,31,0,7,25,13,2,31,5,0,0,38,1,37,0,38,23,15,26,12,11,27,37,1
2023-24,Andhra Pradesh,Bapatla,Karamchedu,Audi Pudi,0,41,0,2,34,4,41,0,0,39,2,0,39,2,0,0,41,0,41,0,41,6,35,38,3,12,29,36,5
2023-24,Andhra Pradesh,Bapatla,Karamchedu,Kesavarappadu,0,15,0,0,10,5,15,0,0,6,9,0,15,0,0,0,15,0,15,1,14,4,11,15,0,14,1,6,9
2023-24,Andhra Pradesh,Bapatla,Karamchedu,Kodavalivari Palem,0,33,0,1,19,12,33,0,0,25,8,0,31,2,0,0,33,0,33,6,27,6,27,27,6,25,8,23,10
